transaction_id,merchant_name,category,amount,currency,transaction_date,status,customer_id,payment_method,merchant_city
TXN100294,TechZone,electronics,38095.36,INR,2026-05-29,completed,C1076,UPI,Hyderabad
TXN100295,GroceryHub,grocery,3914.36,INR,2026-05-14,completed,C1007,card,Hyderabad
TXN100296,CafeBlend,food,16412.6,EUR,2026-05-08,pending,C1014,card,Hyderabad
TXN100297,TravelEasy,travel,22279.68,INR,2026-03-10,pending,C1016,wallet,Delhi
TXN100298,TravelEasy,travel,23124.29,INR,2026-04-11,completed,C1002,wallet,Chennai
TXN100299,TechZone,electronics,28919.78,INR,2026-03-08,pending,C1044,UPI,Hyderabad
TXN100300,FuelPlus,fuel,49307.0,USD,2026-05-02,completed,C1036,wallet,Mumbai
TXN100301,PetCorner,pet,18729.3,INR,2026-04-20,pending,C1048,wallet,Bengaluru
TXN100302,TravelEasy,travel,6658.16,XYZ,2026-04-16,completed,C1022,wallet,Hyderabad
TXN100303,TechZone,electronics,41742.73,INR,2026-03-05,completed,C1059,wallet,Hyderabad
,TechZone,electronics,12383.13,INR,2026-04-16,completed,C1035,card,Bengaluru
TXN100305,PetCorner,pet,30750.01,INR,2026-03-05,completed,C1026,UPI,Bengaluru
TXN100306,AutoFix,automotive,29893.27,INR,2026-06-01,completed,C1006,card,Bengaluru
TXN100307,TechZone,electronics,26992.59,INR,2026-03-10,completed,C1064,netbanking,Mumbai
TXN100308,ByteStore,tech,15952.0,INR,2026-05-18,completed,C1086,netbanking,Mumbai
TXN100309,CafeBlend,food,,EUR,2026-05-08,completed,C1052,netbanking,Chennai
TXN100310,ByteStore,tech,43986.9,INR,2026-03-25,completed,C1086,wallet,Hyderabad
TXN100311,GroceryHub,grocery,47079.9,INR,2026-05-27,pending,C1067,netbanking,Delhi
TXN100312,MediPharm,pharmacy,18829.24,INR,2026-05-10,pending,C1030,card,Chennai
TXN100313,CafeBlend,food,40290.75,EUR,2026-03-10,failed,C1052,wallet,Hyderabad
TXN100314,PetCorner,pet,12150.5,INR,2026-03-29,completed,C1082,UPI,Delhi
TXN100315,FuelPlus,fuel,26786.42,USD,2026-03-27,completed,C1034,wallet,Hyderabad
TXN100316,FuelPlus,fuel,9416.28,USD,2026-05-17,completed,C1085,card,Delhi
TXN100317,GroceryHub,grocery,15166.37,INR,2026-03-04,completed,C1024,UPI,Delhi
TXN100318,ByteStore,tech,35191.39,INR,2026-04-22,completed,C1070,netbanking,Chennai
TXN100319,TravelEasy,travel,32439.58,INR,99-99-9999,completed,C1046,wallet,Delhi
TXN100320,AutoFix,automotive,,INR,2026-04-12,completed,C1047,netbanking,Delhi
TXN100321,TechZone,electronics,37065.21,INR,2026-03-05,completed,C1070,wallet,Chennai
TXN100322,GroceryHub,grocery,11508.63,INR,2026-05-14,completed,C1031,wallet,Hyderabad
TXN100323,GroceryHub,grocery,12873.76,INR,2026-05-04,completed,C1082,wallet,Delhi
,GroceryHub,grocery,8471.59,INR,2026-05-11,pending,C1023,UPI,Hyderabad
TXN100325,FuelPlus,fuel,9999999,USD,2026-05-27,completed,C1097,UPI,Delhi
TXN100326,TechZone,electronics,,INR,2026-03-22,completed,C1027,wallet,Chennai
TXN100327,ByteStore,tech,45638.45,INR,2026-05-26,pending,C1002,UPI,Hyderabad
TXN100328,QuickMart,retail,846.14,INR,2026-04-07,failed,C1036,UPI,Hyderabad
TXN100329,PetCorner,pet,40310.32,INR,2026-03-25,completed,C1012,card,Mumbai
TXN100330,TravelEasy,travel,12628.39,INR,2026-04-17,completed,C1050,UPI,Chennai
TXN100331,AutoFix,automotive,28254.46,INR,99-99-9999,completed,C1038,UPI,Bengaluru
TXN100332,PetCorner,pet,-18864.71,INR,2026-05-02,completed,C1081,UPI,Mumbai
TXN100333,PetCorner,pet,32248.91,INR,2026-04-14,failed,C1012,UPI,Mumbai
TXN100334,ByteStore,tech,23780.26,INR,2026-03-08,completed,C1087,netbanking,Hyderabad
TXN100335,QuickMart,retail,8975.93,INR,2026-04-12,completed,C1026,card,Delhi
TXN100336,MediPharm,pharmacy,8130.89,INR,2026-04-02,failed,C1049,netbanking,Delhi
TXN100337,CafeBlend,food,39527.0,EUR,99-99-9999,completed,C1010,netbanking,Bengaluru
,TechZone,electronics,41935.35,INR,2026-04-15,failed,C1098,wallet,Chennai
TXN100339,MediPharm,pharmacy,39179.57,INR,2026-04-29,pending,C1029,netbanking,Hyderabad
TXN100340,PetCorner,pet,9295.03,INR,2026-05-16,completed,C1048,UPI,Hyderabad
TXN100341,TechZone,electronics,35658.3,INR,2026-03-13,completed,C1019,wallet,Mumbai
TXN100342,GroceryHub,grocery,18041.4,INR,2026-03-14,completed,C1039,wallet,Chennai
,FuelPlus,fuel,6634.03,USD,2026-03-26,pending,C1057,wallet,Bengaluru
TXN100344,GroceryHub,grocery,27715.45,INR,2026-05-18,failed,C1041,wallet,Bengaluru
TXN100345,PetCorner,pet,38960.66,INR,2026-05-13,completed,C1073,card,Delhi
TXN100346,MediPharm,pharmacy,15063.55,INR,2026-05-05,completed,C1008,card,Delhi
TXN100347,MediPharm,pharmacy,24216.72,INR,2026-03-12,completed,C1032,card,Delhi
TXN100348,TechZone,electronics,22898.5,INR,2026-03-20,completed,C1000,wallet,Chennai
TXN100349,PetCorner,pet,9999999,INR,2026-04-14,pending,C1042,wallet,Hyderabad
TXN100350,GroceryHub,grocery,30164.53,INR,2026-05-30,completed,C1061,netbanking,Mumbai
TXN100351,GroceryHub,grocery,14579.49,INR,2026-05-30,completed,C1062,card,Chennai
,PetCorner,pet,18257.13,INR,2026-05-14,completed,C1075,card,Hyderabad
TXN100353,AutoFix,automotive,47149.32,INR,2026-03-29,pending,C1037,UPI,Delhi
TXN100354,CafeBlend,food,31670.47,EUR,2026-04-02,completed,C1084,card,Delhi
TXN100355,FuelPlus,fuel,22458.85,USD,2026-05-18,pending,C1074,wallet,Hyderabad
TXN100356,PetCorner,pet,27186.82,INR,2026-04-18,completed,C1068,UPI,Bengaluru
TXN100357,GroceryHub,grocery,8325.26,INR,2026-05-20,completed,C1072,wallet,Chennai
TXN100358,PetCorner,pet,5306.17,INR,2026-03-15,completed,C1028,card,Delhi
TXN100359,AutoFix,automotive,38619.39,INR,2026-05-17,completed,C1064,card,Chennai
TXN100360,AutoFix,automotive,5236.42,INR,2026-04-25,completed,C1014,card,Chennai
TXN100361,AutoFix,automotive,39215.66,INR,2026-05-08,pending,C1044,wallet,Bengaluru
TXN100362,AutoFix,automotive,15952.28,INR,2026-04-10,completed,C1090,UPI,Bengaluru
TXN100363,FuelPlus,fuel,33860.2,USD,2026-03-24,completed,C1031,card,Hyderabad
TXN100364,TravelEasy,travel,21324.21,INR,2026-05-01,completed,C1051,card,Mumbai
,PetCorner,pet,19785.16,INR,2026-05-20,completed,C1057,wallet,Delhi
TXN100366,TechZone,electronics,10297.17,INR,2026-06-01,completed,C1008,UPI,Hyderabad
TXN100367,GroceryHub,grocery,9861.74,INR,2026-03-17,completed,C1085,wallet,Hyderabad
TXN100368,GroceryHub,grocery,29852.57,INR,2026-05-20,pending,C1075,UPI,Chennai
TXN100369,AutoFix,automotive,30871.96,INR,2026-05-28,completed,C1038,UPI,Mumbai
TXN100370,TechZone,electronics,15275.95,INR,2026-03-26,completed,C1088,card,Hyderabad
TXN100371,ByteStore,tech,6901.99,INR,2026-04-21,pending,C1023,wallet,Hyderabad
TXN100372,CafeBlend,food,27750.08,EUR,2026-05-04,completed,C1017,card,Chennai
TXN100373,ByteStore,tech,2690.03,INR,2026-04-17,completed,C1062,card,Mumbai
TXN100374,TravelEasy,travel,25276.85,INR,2026-05-05,pending,C1087,wallet,Delhi
,AutoFix,automotive,24440.09,INR,2026-03-13,failed,C1003,card,Chennai
TXN100376,TechZone,electronics,26885.05,INR,2026-03-24,completed,C1058,wallet,Hyderabad
TXN100377,ByteStore,tech,5719.19,INR,2026-05-11,completed,C1046,UPI,Delhi
TXN100378,PetCorner,pet,5129.8,INR,2026-05-25,completed,C1031,netbanking,Bengaluru
TXN100379,GroceryHub,grocery,43111.36,INR,2026-03-14,pending,C1015,card,Mumbai
TXN100380,ByteStore,tech,34459.79,INR,2026-06-01,failed,C1080,wallet,Mumbai
TXN100381,TechZone,electronics,40678.36,INR,2026-03-10,failed,C1044,netbanking,Hyderabad
TXN100382,GroceryHub,grocery,48950.22,INR,2026-04-09,completed,C1073,netbanking,Hyderabad
TXN100383,FuelPlus,fuel,6788.09,USD,2026-04-24,completed,C1035,card,Mumbai
TXN100384,GroceryHub,grocery,41425.81,INR,2026-05-28,pending,C1062,card,Hyderabad
TXN100385,PetCorner,pet,18764.86,INR,2026-03-12,completed,C1098,UPI,Delhi
,MediPharm,pharmacy,34738.23,INR,2026-04-19,pending,C1062,netbanking,Hyderabad
TXN100387,FuelPlus,fuel,36549.29,USD,2026-04-30,completed,C1085,netbanking,Bengaluru
TXN100388,PetCorner,pet,10899.32,INR,2026-04-26,completed,C1027,wallet,Chennai
TXN100389,MediPharm,pharmacy,16894.38,INR,2026-05-15,completed,C1072,wallet,Chennai
TXN100390,QuickMart,retail,2306.69,INR,2026-05-22,completed,C1058,UPI,Bengaluru
TXN100391,CafeBlend,food,22069.88,EUR,2026-03-03,pending,C1025,card,Chennai
TXN100392,MediPharm,pharmacy,,INR,2026-04-18,completed,C1010,netbanking,Mumbai
,MediPharm,pharmacy,36302.16,INR,2026-04-01,pending,C1083,UPI,Bengaluru
,AutoFix,automotive,3906.16,INR,2026-05-17,completed,C1066,wallet,Bengaluru
TXN100395,GroceryHub,grocery,40857.28,INR,2026-04-26,completed,C1016,wallet,Bengaluru
TXN100396,FuelPlus,fuel,9999999,USD,2026-03-16,completed,C1040,netbanking,Chennai
TXN100397,CafeBlend,food,32082.39,EUR,2026-05-28,completed,C1008,UPI,Hyderabad
TXN100398,AutoFix,automotive,17565.87,INR,2026-03-30,completed,C1095,card,Delhi
TXN100399,AutoFix,automotive,42999.53,INR,2026-03-14,completed,C1017,UPI,Hyderabad
TXN100400,GroceryHub,grocery,48162.8,INR,2026-04-12,completed,C1017,card,Chennai
TXN100401,TechZone,electronics,27674.3,INR,2026-05-18,completed,C1077,netbanking,Bengaluru
TXN100402,MediPharm,pharmacy,10280.23,INR,2026-05-19,failed,C1024,wallet,Chennai
TXN100403,TechZone,electronics,24749.44,INR,2026-03-17,completed,C1063,UPI,Hyderabad
TXN100404,QuickMart,retail,49344.26,INR,2026-04-12,completed,C1049,wallet,Chennai
TXN100405,CafeBlend,food,38138.67,EUR,2026-03-12,completed,C1075,UPI,Bengaluru
TXN100406,QuickMart,retail,46129.74,INR,2026-04-22,failed,C1036,wallet,Delhi
TXN100407,FuelPlus,fuel,32030.46,USD,2026-05-10,failed,C1019,netbanking,Bengaluru
TXN100408,TravelEasy,travel,46047.03,INR,2026-03-22,failed,C1041,wallet,Hyderabad
TXN100409,FuelPlus,fuel,-15515.37,USD,2026-04-27,completed,C1030,UPI,Mumbai
TXN100410,PetCorner,pet,5808.17,XYZ,2026-05-20,failed,C1007,netbanking,Mumbai
TXN100411,CafeBlend,food,35077.97,EUR,2026-03-23,pending,C1044,netbanking,Mumbai
TXN100412,MediPharm,pharmacy,36649.46,INR,2026-03-18,completed,C1003,netbanking,Delhi
TXN100413,FuelPlus,fuel,13154.85,USD,2026-05-15,completed,C1009,wallet,Delhi
TXN100414,QuickMart,retail,24985.5,INR,2026-05-14,completed,C1047,card,Chennai
TXN100415,ByteStore,tech,33709.28,INR,2026-03-17,completed,C1094,UPI,Bengaluru
TXN100416,QuickMart,retail,12235.13,INR,2026-05-02,completed,C1049,card,Mumbai
TXN100417,QuickMart,retail,27647.71,INR,2026-05-25,pending,C1028,netbanking,Mumbai
TXN100418,GroceryHub,grocery,13570.19,INR,2026-03-12,failed,C1047,UPI,Hyderabad
TXN100419,QuickMart,retail,8975.42,INR,2026-05-08,completed,C1051,UPI,Delhi
TXN100420,MediPharm,pharmacy,16371.77,INR,2026-05-12,pending,C1001,netbanking,Mumbai
TXN100421,MediPharm,pharmacy,36981.4,INR,2026-04-03,pending,C1047,wallet,Mumbai
TXN100422,TravelEasy,travel,38026.51,INR,2026-04-03,completed,C1000,wallet,Bengaluru
TXN100423,GroceryHub,grocery,31800.73,INR,2026-05-30,completed,C1042,UPI,Delhi
TXN100424,MediPharm,pharmacy,5206.41,INR,2026-05-09,completed,C1053,wallet,Bengaluru
TXN100425,CafeBlend,food,35585.51,EUR,2026-03-14,completed,C1029,wallet,Chennai
TXN100426,FuelPlus,fuel,29042.72,USD,2026-05-06,completed,C1081,wallet,Bengaluru
TXN100427,QuickMart,retail,21754.79,INR,2026-03-19,completed,C1037,netbanking,Chennai
TXN100428,PetCorner,pet,-35039.27,INR,2026-04-13,completed,C1057,netbanking,Mumbai
TXN100429,TechZone,electronics,6814.23,INR,2026-05-16,completed,C1019,UPI,Mumbai
TXN100430,GroceryHub,grocery,20331.56,INR,2026-05-10,completed,C1098,card,Delhi
TXN100431,MediPharm,pharmacy,,INR,2026-03-14,completed,C1087,netbanking,Hyderabad
TXN100432,GroceryHub,grocery,7424.71,INR,2026-04-03,completed,C1050,UPI,Chennai
TXN100433,CafeBlend,food,1563.79,EUR,2026-04-23,completed,C1057,card,Bengaluru
TXN100434,CafeBlend,food,6081.45,EUR,2026-03-10,completed,C1099,card,Mumbai
,PetCorner,pet,18618.26,INR,2026-05-22,completed,C1010,netbanking,Bengaluru
TXN100436,FuelPlus,fuel,9895.54,XYZ,2026-05-24,pending,C1016,UPI,Chennai
,AutoFix,automotive,2541.38,INR,2026-05-15,pending,C1092,wallet,Delhi
TXN100438,PetCorner,pet,8648.63,INR,2026-03-30,completed,C1035,netbanking,Delhi
TXN100439,QuickMart,retail,30709.19,INR,2026-05-20,completed,C1082,netbanking,Delhi
TXN100440,TravelEasy,travel,23956.76,INR,2026-03-14,completed,C1049,card,Delhi
TXN100441,TravelEasy,travel,12464.9,INR,2026-05-11,completed,C1002,wallet,Chennai
TXN100442,AutoFix,automotive,17208.27,INR,2026-05-14,failed,C1041,wallet,Chennai
TXN100443,GroceryHub,grocery,29859.85,INR,2026-03-06,completed,C1099,netbanking,Bengaluru
TXN100444,AutoFix,automotive,26476.32,INR,2026-05-16,completed,C1020,UPI,Mumbai
TXN100445,MediPharm,pharmacy,26689.14,INR,2026-03-10,completed,C1028,wallet,Chennai
,CafeBlend,food,8813.26,EUR,2026-05-17,completed,C1094,netbanking,Hyderabad
TXN100447,GroceryHub,grocery,47378.46,INR,2026-05-14,completed,C1072,card,Delhi
TXN100448,CafeBlend,food,24526.92,EUR,2026-03-14,completed,C1029,card,Bengaluru
TXN100449,QuickMart,retail,16593.38,INR,2026-05-20,completed,C1016,netbanking,Mumbai
TXN100450,GroceryHub,grocery,2987.2,INR,2026-03-21,failed,C1090,card,Bengaluru
TXN100451,GroceryHub,grocery,48028.33,INR,99-99-9999,completed,C1084,wallet,Hyderabad
TXN100452,MediPharm,pharmacy,16136.93,INR,2026-03-23,completed,C1055,wallet,Chennai
TXN100453,TravelEasy,travel,34681.08,INR,2026-05-20,completed,C1045,card,Hyderabad
TXN100454,PetCorner,pet,15348.09,INR,2026-05-30,completed,C1016,card,Bengaluru
TXN100455,ByteStore,tech,19586.16,INR,2026-05-14,completed,C1023,netbanking,Hyderabad
TXN100456,ByteStore,tech,5214.47,INR,2026-05-05,completed,C1042,UPI,Mumbai
,GroceryHub,grocery,8402.69,INR,2026-03-14,completed,C1090,netbanking,Delhi
TXN100458,TechZone,electronics,,INR,2026-03-11,completed,C1032,UPI,Bengaluru
TXN100459,AutoFix,automotive,36631.9,INR,2026-03-24,pending,C1063,wallet,Chennai
TXN100460,FuelPlus,fuel,41442.06,USD,2026-05-15,completed,C1097,card,Mumbai
TXN100461,QuickMart,retail,14752.48,INR,2026-04-12,completed,C1013,UPI,Chennai
TXN100462,PetCorner,pet,8053.62,INR,2026-03-12,failed,C1011,netbanking,Hyderabad
TXN100463,AutoFix,automotive,,INR,2026-04-27,completed,C1021,wallet,Mumbai
TXN100464,GroceryHub,grocery,10285.47,INR,2026-03-27,pending,C1089,netbanking,Chennai
TXN100465,FuelPlus,fuel,2491.28,USD,2026-05-15,failed,C1062,card,Bengaluru
TXN100466,PetCorner,pet,4390.54,INR,99-99-9999,completed,C1076,wallet,Mumbai
TXN100467,TechZone,electronics,8549.9,INR,2026-04-09,completed,C1060,UPI,Chennai
TXN100468,AutoFix,automotive,24459.95,INR,2026-05-26,completed,C1011,wallet,Mumbai
TXN100469,PetCorner,pet,18476.39,INR,2026-04-29,completed,C1033,wallet,Delhi
TXN100470,MediPharm,pharmacy,28216.69,INR,2026-03-22,completed,C1089,UPI,Bengaluru
TXN100471,TravelEasy,travel,20705.19,INR,2026-05-17,completed,C1070,UPI,Delhi
TXN100472,PetCorner,pet,48281.73,INR,2026-05-29,completed,C1060,card,Delhi
TXN100473,PetCorner,pet,45139.83,INR,2026-03-07,failed,C1073,card,Bengaluru
TXN100474,AutoFix,automotive,8652.22,INR,2026-03-24,completed,C1024,card,Bengaluru
TXN100475,PetCorner,pet,10103.94,INR,2026-05-22,completed,C1076,netbanking,Chennai
TXN100476,FuelPlus,fuel,4360.5,USD,2026-05-13,pending,C1070,netbanking,Chennai
TXN100477,QuickMart,retail,39329.67,INR,2026-05-21,failed,C1066,wallet,Bengaluru
TXN100478,CafeBlend,food,28334.03,EUR,2026-05-16,completed,C1012,UPI,Hyderabad
TXN100479,MediPharm,pharmacy,43375.09,INR,2026-04-16,pending,C1033,wallet,Delhi
TXN100480,AutoFix,automotive,1882.91,INR,2026-04-07,pending,C1018,wallet,Bengaluru
,GroceryHub,grocery,34528.78,INR,2026-03-09,completed,C1060,netbanking,Chennai
TXN100482,MediPharm,pharmacy,9999999,INR,2026-05-04,completed,C1089,UPI,Mumbai
TXN100483,AutoFix,automotive,38703.8,INR,2026-04-13,completed,C1093,wallet,Hyderabad
TXN100484,TechZone,electronics,22091.41,INR,2026-04-24,completed,C1062,netbanking,Bengaluru
TXN100485,CafeBlend,food,3290.19,EUR,2026-06-01,failed,C1051,card,Hyderabad
TXN100486,QuickMart,retail,8695.13,INR,2026-03-28,completed,C1007,card,Bengaluru
TXN100487,GroceryHub,grocery,35234.65,INR,2026-04-07,completed,C1059,wallet,Bengaluru
TXN100488,TechZone,electronics,18629.61,INR,2026-05-18,pending,C1022,wallet,Hyderabad
,GroceryHub,grocery,8184.05,INR,2026-04-05,completed,C1088,UPI,Chennai
TXN100490,QuickMart,retail,8153.74,INR,2026-05-15,completed,C1027,card,Mumbai
TXN100491,MediPharm,pharmacy,32582.85,INR,2026-05-07,completed,C1099,UPI,Delhi
TXN100492,CafeBlend,food,30061.09,EUR,2026-03-04,completed,C1032,netbanking,Chennai
TXN100493,PetCorner,pet,42580.79,INR,2026-04-30,completed,C1027,wallet,Chennai
TXN100494,ByteStore,tech,19863.66,INR,2026-03-16,completed,C1065,netbanking,Hyderabad
TXN100495,ByteStore,tech,14141.02,INR,2026-05-29,completed,C1061,UPI,Chennai
TXN100496,,grocery,43075.97,INR,2026-04-05,completed,C1091,netbanking,Mumbai
TXN100497,TechZone,electronics,44985.36,INR,2026-05-18,pending,C1084,netbanking,Mumbai
TXN100498,AutoFix,automotive,49873.48,INR,2026-04-05,pending,C1051,wallet,Bengaluru
TXN100499,ByteStore,tech,40802.57,INR,2026-04-15,completed,C1091,card,Hyderabad
TXN100500,AutoFix,automotive,45327.26,INR,2026-05-27,completed,C1064,netbanking,Mumbai
